id,gateway_id,pkt_date_and_time,pkt_rssi,pkt_snr,pkt_data,pkt_size,pkt_longitude,pkt_latitude
1,240AC4F01E023E3C,2018-02-06T15:14:31.677078Z,-51,6,"{""time"": ""2018-02-06T15:14:31.536828Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
2,240AC4F01E0286DC,2018-02-06T15:14:31.673436Z,-44,7,"{""time"": ""2018-02-06T15:14:31.536828Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
3,240AC4F01E025FF4,2018-02-06T15:14:34.308128Z,-44,7,"{""time"": ""2018-02-06T15:14:34.171153Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
4,240AC4F01E023E3C,2018-02-06T15:14:34.311056Z,-45,7,"{""time"": ""2018-02-06T15:14:34.171153Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
5,240AC4F01E023C54,2018-02-06T15:14:34.312091Z,-40,7,"{""time"": ""2018-02-06T15:14:34.171153Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
6,240AC4F01E0286DC,2018-02-06T15:14:34.729373Z,-41,7,"{""time"": ""2018-02-06T15:14:34.595861Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
7,240AC4F01E023E3C,2018-02-06T15:14:34.731878Z,-53,6,"{""time"": ""2018-02-06T15:14:34.595861Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
8,240AC4F01E025FF4,2018-02-06T15:14:34.729043Z,-44,7,"{""time"": ""2018-02-06T15:14:34.595861Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
9,240AC4F01E025FF4,2018-02-06T15:14:40.396069Z,-51,7,"{""time"": ""2018-02-06T15:14:40.261651Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
10,240AC4F01E023C54,2018-02-06T15:14:40.400045Z,-53,6,"{""time"": ""2018-02-06T15:14:40.261651Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
11,240AC4F01E023E3C,2018-02-06T15:14:41.677862Z,-51,7,"{""time"": ""2018-02-06T15:14:41.537525Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
12,240AC4F01E023C54,2018-02-06T15:14:41.679020Z,-44,7,"{""time"": ""2018-02-06T15:14:41.537525Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
13,240AC4F01E0286DC,2018-02-06T15:14:40.395392Z,-47,7,"{""time"": ""2018-02-06T15:14:40.261651Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
14,240AC4F01E0286DC,2018-02-06T15:14:41.674409Z,-45,6,"{""time"": ""2018-02-06T15:14:41.537525Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
15,240AC4F01E025FF4,2018-02-06T15:14:44.308300Z,-44,7,"{""time"": ""2018-02-06T15:14:44.171156Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
16,240AC4F01E023E3C,2018-02-06T15:14:44.310970Z,-47,7,"{""time"": ""2018-02-06T15:14:44.171156Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
17,240AC4F01E023C54,2018-02-06T15:14:44.313143Z,-40,7,"{""time"": ""2018-02-06T15:14:44.171156Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
18,240AC4F01E023E3C,2018-02-06T15:14:44.730896Z,-54,6,"{""time"": ""2018-02-06T15:14:44.595761Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
19,240AC4F01E025FF4,2018-02-06T15:14:44.728177Z,-45,6,"{""time"": ""2018-02-06T15:14:44.595761Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
20,240AC4F01E0286DC,2018-02-06T15:14:44.728478Z,-40,6,"{""time"": ""2018-02-06T15:14:44.595761Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
21,240AC4F01E025FF4,2018-02-06T15:14:50.395087Z,-51,7,"{""time"": ""2018-02-06T15:14:50.261700Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
22,240AC4F01E0286DC,2018-02-06T15:14:50.395490Z,-48,7,"{""time"": ""2018-02-06T15:14:50.261700Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
23,240AC4F01E023C54,2018-02-06T15:14:50.400200Z,-52,6,"{""time"": ""2018-02-06T15:14:50.261700Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
24,240AC4F01E023C54,2018-02-06T15:14:51.679209Z,-44,7,"{""time"": ""2018-02-06T15:14:51.536954Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
25,240AC4F01E023E3C,2018-02-06T15:14:51.677937Z,-51,7,"{""time"": ""2018-02-06T15:14:51.536954Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
26,240AC4F01E0286DC,2018-02-06T15:14:51.675605Z,-44,6,"{""time"": ""2018-02-06T15:14:51.536954Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
27,240AC4F01E025FF4,2018-02-06T15:14:54.307539Z,-44,7,"{""time"": ""2018-02-06T15:14:54.171023Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
28,240AC4F01E023E3C,2018-02-06T15:14:54.313569Z,-47,6,"{""time"": ""2018-02-06T15:14:54.171023Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
29,240AC4F01E023C54,2018-02-06T15:14:54.313340Z,-42,7,"{""time"": ""2018-02-06T15:14:54.171023Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
30,240AC4F01E0286DC,2018-02-06T15:14:54.728595Z,-42,6,"{""time"": ""2018-02-06T15:14:54.595736Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
31,240AC4F01E023E3C,2018-02-06T15:14:54.733445Z,-56,6,"{""time"": ""2018-02-06T15:14:54.595736Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
32,240AC4F01E025FF4,2018-02-06T15:14:54.727139Z,-44,7,"{""time"": ""2018-02-06T15:14:54.595736Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
33,240AC4F01E025FF4,2018-02-06T15:15:00.394169Z,-51,6,"{""time"": ""2018-02-06T15:15:00.264155Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
34,240AC4F01E023C54,2018-02-06T15:15:00.399980Z,-53,6,"{""time"": ""2018-02-06T15:15:00.264155Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
35,240AC4F01E0286DC,2018-02-06T15:15:00.395537Z,-51,7,"{""time"": ""2018-02-06T15:15:00.264155Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
36,240AC4F01E0286DC,2018-02-06T15:15:01.675502Z,-45,6,"{""time"": ""2018-02-06T15:15:01.536820Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
37,240AC4F01E023E3C,2018-02-06T15:15:01.680512Z,-51,6,"{""time"": ""2018-02-06T15:15:01.536820Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
38,240AC4F01E023C54,2018-02-06T15:15:01.679928Z,-44,6,"{""time"": ""2018-02-06T15:15:01.536820Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
39,240AC4F01E023E3C,2018-02-06T15:15:04.313543Z,-50,7,"{""time"": ""2018-02-06T15:15:04.171180Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
40,240AC4F01E025FF4,2018-02-06T15:15:04.307144Z,-45,7,"{""time"": ""2018-02-06T15:15:04.171180Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
41,240AC4F01E023C54,2018-02-06T15:15:04.312943Z,-41,6,"{""time"": ""2018-02-06T15:15:04.171180Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
42,240AC4F01E023E3C,2018-02-06T15:15:04.733526Z,-56,6,"{""time"": ""2018-02-06T15:15:04.595723Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
43,240AC4F01E025FF4,2018-02-06T15:15:04.727281Z,-45,6,"{""time"": ""2018-02-06T15:15:04.595723Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
44,240AC4F01E0286DC,2018-02-06T15:15:04.728428Z,-41,7,"{""time"": ""2018-02-06T15:15:04.595723Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
45,240AC4F01E025FF4,2018-02-06T15:15:10.394280Z,-50,7,"{""time"": ""2018-02-06T15:15:10.263980Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
46,240AC4F01E0286DC,2018-02-06T15:15:10.400838Z,-51,7,"{""time"": ""2018-02-06T15:15:10.263980Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
47,240AC4F01E023C54,2018-02-06T15:15:10.400009Z,-51,7,"{""time"": ""2018-02-06T15:15:10.263980Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
48,240AC4F01E023E3C,2018-02-06T15:15:11.680632Z,-51,6,"{""time"": ""2018-02-06T15:15:11.536923Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
49,240AC4F01E023C54,2018-02-06T15:15:11.680069Z,-45,7,"{""time"": ""2018-02-06T15:15:11.536923Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
50,240AC4F01E0286DC,2018-02-06T15:15:11.675231Z,-44,6,"{""time"": ""2018-02-06T15:15:11.536923Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
51,240AC4F01E023E3C,2018-02-06T15:15:14.313287Z,-48,7,"{""time"": ""2018-02-06T15:15:14.171079Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
52,240AC4F01E025FF4,2018-02-06T15:15:14.307273Z,-44,7,"{""time"": ""2018-02-06T15:15:14.171079Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
53,240AC4F01E023C54,2018-02-06T15:15:14.313124Z,-37,6,"{""time"": ""2018-02-06T15:15:14.171079Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
54,240AC4F01E023E3C,2018-02-06T15:15:14.733377Z,-50,7,"{""time"": ""2018-02-06T15:15:14.595781Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
55,240AC4F01E025FF4,2018-02-06T15:15:14.727355Z,-45,7,"{""time"": ""2018-02-06T15:15:14.595781Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
56,240AC4F01E0286DC,2018-02-06T15:15:14.728410Z,-39,7,"{""time"": ""2018-02-06T15:15:14.595781Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
57,240AC4F01E023C54,2018-02-06T15:15:20.400158Z,-48,6,"{""time"": ""2018-02-06T15:15:20.264028Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
58,240AC4F01E0286DC,2018-02-06T15:15:20.395353Z,-50,6,"{""time"": ""2018-02-06T15:15:20.264028Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
59,240AC4F01E025FF4,2018-02-06T15:15:20.394282Z,-46,7,"{""time"": ""2018-02-06T15:15:20.264028Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
60,240AC4F01E023E3C,2018-02-06T15:15:21.680310Z,-47,6,"{""time"": ""2018-02-06T15:15:21.536913Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
61,240AC4F01E023C54,2018-02-06T15:15:21.680170Z,-44,7,"{""time"": ""2018-02-06T15:15:21.536913Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
62,240AC4F01E0286DC,2018-02-06T15:15:21.675399Z,-44,7,"{""time"": ""2018-02-06T15:15:21.536913Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
63,240AC4F01E023E3C,2018-02-06T15:15:24.313366Z,-47,6,"{""time"": ""2018-02-06T15:15:24.171021Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
64,240AC4F01E023C54,2018-02-06T15:15:24.313208Z,-39,7,"{""time"": ""2018-02-06T15:15:24.171021Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
65,240AC4F01E025FF4,2018-02-06T15:15:24.307386Z,-44,6,"{""time"": ""2018-02-06T15:15:24.171021Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
66,240AC4F01E023E3C,2018-02-06T15:15:24.733459Z,-51,6,"{""time"": ""2018-02-06T15:15:24.595635Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
67,240AC4F01E025FF4,2018-02-06T15:15:24.726293Z,-44,7,"{""time"": ""2018-02-06T15:15:24.595635Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
68,240AC4F01E0286DC,2018-02-06T15:15:24.727383Z,-39,7,"{""time"": ""2018-02-06T15:15:24.595635Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
69,240AC4F01E025FF4,2018-02-06T15:15:30.394005Z,-47,6,"{""time"": ""2018-02-06T15:15:30.264083Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
70,240AC4F01E023C54,2018-02-06T15:15:30.400266Z,-53,7,"{""time"": ""2018-02-06T15:15:30.264083Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
71,240AC4F01E0286DC,2018-02-06T15:15:30.395472Z,-46,7,"{""time"": ""2018-02-06T15:15:30.264083Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
72,240AC4F01E0286DC,2018-02-06T15:15:31.674451Z,-44,7,"{""time"": ""2018-02-06T15:15:31.536723Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
73,240AC4F01E023E3C,2018-02-06T15:15:31.679421Z,-45,7,"{""time"": ""2018-02-06T15:15:31.536723Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
74,240AC4F01E023C54,2018-02-06T15:15:31.679344Z,-44,7,"{""time"": ""2018-02-06T15:15:31.536723Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
75,240AC4F01E023C54,2018-02-06T15:15:34.312927Z,-39,7,"{""time"": ""2018-02-06T15:15:34.171090Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
76,240AC4F01E025FF4,2018-02-06T15:15:34.307213Z,-44,7,"{""time"": ""2018-02-06T15:15:34.171090Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
77,240AC4F01E025FF4,2018-02-06T15:15:34.725119Z,-45,6,"{""time"": ""2018-02-06T15:15:34.595569Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
78,240AC4F01E0286DC,2018-02-06T15:15:34.726590Z,-39,7,"{""time"": ""2018-02-06T15:15:34.595569Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
79,240AC4F01E023E3C,2018-02-06T15:15:34.313424Z,-48,7,"{""time"": ""2018-02-06T15:15:34.171090Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
80,240AC4F01E023E3C,2018-02-06T15:15:34.732471Z,-52,7,"{""time"": ""2018-02-06T15:15:34.595569Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
81,240AC4F01E023C54,2018-02-06T15:15:40.399907Z,-48,6,"{""time"": ""2018-02-06T15:15:40.263997Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
82,240AC4F01E025FF4,2018-02-06T15:15:40.394195Z,-45,7,"{""time"": ""2018-02-06T15:15:40.263997Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
83,240AC4F01E0286DC,2018-02-06T15:15:40.395411Z,-47,7,"{""time"": ""2018-02-06T15:15:40.263997Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
84,240AC4F01E023E3C,2018-02-06T15:15:41.680540Z,-45,6,"{""time"": ""2018-02-06T15:15:41.536758Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
85,240AC4F01E023C54,2018-02-06T15:15:41.679972Z,-41,6,"{""time"": ""2018-02-06T15:15:41.536758Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
86,240AC4F01E0286DC,2018-02-06T15:15:41.675203Z,-43,7,"{""time"": ""2018-02-06T15:15:41.536758Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
87,240AC4F01E023C54,2018-02-06T15:15:44.312888Z,-40,7,"{""time"": ""2018-02-06T15:15:44.171086Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
88,240AC4F01E023E3C,2018-02-06T15:15:44.313511Z,-47,7,"{""time"": ""2018-02-06T15:15:44.171086Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
89,240AC4F01E0286DC,2018-02-06T15:15:44.727369Z,-40,7,"{""time"": ""2018-02-06T15:15:44.595554Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
90,240AC4F01E023E3C,2018-02-06T15:15:44.733573Z,-50,6,"{""time"": ""2018-02-06T15:15:44.595554Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
91,240AC4F01E025FF4,2018-02-06T15:15:44.307214Z,-44,6,"{""time"": ""2018-02-06T15:15:44.171086Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
92,240AC4F01E025FF4,2018-02-06T15:15:44.726141Z,-44,7,"{""time"": ""2018-02-06T15:15:44.595554Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
93,240AC4F01E023C54,2018-02-06T15:15:50.401071Z,-50,6,"{""time"": ""2018-02-06T15:15:50.264043Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
94,240AC4F01E0286DC,2018-02-06T15:15:50.395272Z,-47,7,"{""time"": ""2018-02-06T15:15:50.264043Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
95,240AC4F01E025FF4,2018-02-06T15:15:50.394172Z,-47,6,"{""time"": ""2018-02-06T15:15:50.264043Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
96,240AC4F01E023C54,2018-02-06T15:15:51.680050Z,-45,7,"{""time"": ""2018-02-06T15:15:51.536730Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
97,240AC4F01E0286DC,2018-02-06T15:15:51.675266Z,-45,6,"{""time"": ""2018-02-06T15:15:51.536730Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
98,240AC4F01E023E3C,2018-02-06T15:15:51.681136Z,-47,6,"{""time"": ""2018-02-06T15:15:51.536730Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
99,240AC4F01E023E3C,2018-02-06T15:15:54.313261Z,-44,7,"{""time"": ""2018-02-06T15:15:54.171008Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
100,240AC4F01E023C54,2018-02-06T15:15:54.313096Z,-39,8,"{""time"": ""2018-02-06T15:15:54.171008Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
101,240AC4F01E023E3C,2018-02-06T15:15:54.733372Z,-47,6,"{""time"": ""2018-02-06T15:15:54.595719Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
102,240AC4F01E0286DC,2018-02-06T15:15:54.727408Z,-39,7,"{""time"": ""2018-02-06T15:15:54.595719Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
103,240AC4F01E025FF4,2018-02-06T15:15:54.307162Z,-44,7,"{""time"": ""2018-02-06T15:15:54.171008Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
104,240AC4F01E025FF4,2018-02-06T15:15:54.726081Z,-44,6,"{""time"": ""2018-02-06T15:15:54.595719Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
105,240AC4F01E025FF4,2018-02-06T15:16:00.394027Z,-45,6,"{""time"": ""2018-02-06T15:16:00.263887Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
106,240AC4F01E0286DC,2018-02-06T15:16:00.395883Z,-43,6,"{""time"": ""2018-02-06T15:16:00.263887Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
107,240AC4F01E023C54,2018-02-06T15:16:00.401497Z,-49,6,"{""time"": ""2018-02-06T15:16:00.263887Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
108,240AC4F01E023E3C,2018-02-06T15:16:01.681375Z,-47,7,"{""time"": ""2018-02-06T15:16:01.536706Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
109,240AC4F01E023C54,2018-02-06T15:16:01.681021Z,-44,7,"{""time"": ""2018-02-06T15:16:01.536706Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
110,240AC4F01E0286DC,2018-02-06T15:16:01.675204Z,-44,6,"{""time"": ""2018-02-06T15:16:01.536706Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
111,240AC4F01E023E3C,2018-02-06T15:16:04.313345Z,-43,6,"{""time"": ""2018-02-06T15:16:04.170947Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
112,240AC4F01E025FF4,2018-02-06T15:16:04.306965Z,-42,6,"{""time"": ""2018-02-06T15:16:04.170947Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
113,240AC4F01E023C54,2018-02-06T15:16:04.312906Z,-36,7,"{""time"": ""2018-02-06T15:16:04.170947Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
114,240AC4F01E023E3C,2018-02-06T15:16:04.733339Z,-48,7,"{""time"": ""2018-02-06T15:16:04.595592Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
115,240AC4F01E025FF4,2018-02-06T15:16:04.725978Z,-42,6,"{""time"": ""2018-02-06T15:16:04.595592Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
116,240AC4F01E0286DC,2018-02-06T15:16:04.727246Z,-37,7,"{""time"": ""2018-02-06T15:16:04.595592Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
117,240AC4F01E025FF4,2018-02-06T15:16:10.394053Z,-48,7,"{""time"": ""2018-02-06T15:16:10.263920Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
118,240AC4F01E023C54,2018-02-06T15:16:10.400865Z,-49,7,"{""time"": ""2018-02-06T15:16:10.263920Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
119,240AC4F01E0286DC,2018-02-06T15:16:10.395258Z,-43,6,"{""time"": ""2018-02-06T15:16:10.263920Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
120,240AC4F01E023C54,2018-02-06T15:16:11.680837Z,-44,7,"{""time"": ""2018-02-06T15:16:11.536705Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
121,240AC4F01E0286DC,2018-02-06T15:16:11.675455Z,-45,7,"{""time"": ""2018-02-06T15:16:11.536705Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
122,240AC4F01E023E3C,2018-02-06T15:16:11.681257Z,-44,6,"{""time"": ""2018-02-06T15:16:11.536705Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
123,240AC4F01E023E3C,2018-02-06T15:16:14.315415Z,-43,6,"{""time"": ""2018-02-06T15:16:14.170862Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
124,240AC4F01E025FF4,2018-02-06T15:16:14.308022Z,-45,6,"{""time"": ""2018-02-06T15:16:14.170862Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
125,240AC4F01E023C54,2018-02-06T15:16:14.314798Z,-40,7,"{""time"": ""2018-02-06T15:16:14.170862Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
126,240AC4F01E0286DC,2018-02-06T15:16:14.727339Z,-40,7,"{""time"": ""2018-02-06T15:16:14.595566Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
127,240AC4F01E025FF4,2018-02-06T15:16:14.725951Z,-44,7,"{""time"": ""2018-02-06T15:16:14.595566Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
128,240AC4F01E023E3C,2018-02-06T15:16:14.733431Z,-45,7,"{""time"": ""2018-02-06T15:16:14.595566Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
129,240AC4F01E025FF4,2018-02-06T15:16:20.393999Z,-47,6,"{""time"": ""2018-02-06T15:16:20.263924Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
130,240AC4F01E023C54,2018-02-06T15:16:20.400888Z,-46,6,"{""time"": ""2018-02-06T15:16:20.263924Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
131,240AC4F01E0286DC,2018-02-06T15:16:20.395315Z,-46,6,"{""time"": ""2018-02-06T15:16:20.263924Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
132,240AC4F01E023C54,2018-02-06T15:16:21.680807Z,-44,7,"{""time"": ""2018-02-06T15:16:21.536631Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
133,240AC4F01E0286DC,2018-02-06T15:16:21.675214Z,-44,6,"{""time"": ""2018-02-06T15:16:21.536631Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
134,240AC4F01E023E3C,2018-02-06T15:16:21.681551Z,-47,6,"{""time"": ""2018-02-06T15:16:21.536631Z"", ""gtiD"": ""240AC4F01E025FF4""}",67,4.58,0.55
135,240AC4F01E023C54,2018-02-06T15:16:24.313898Z,-40,7,"{""time"": ""2018-02-06T15:16:24.171024Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
136,240AC4F01E0286DC,2018-02-06T15:16:24.727234Z,-42,6,"{""time"": ""2018-02-06T15:16:24.595586Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
137,240AC4F01E023E3C,2018-02-06T15:16:24.314482Z,-46,6,"{""time"": ""2018-02-06T15:16:24.171024Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
138,240AC4F01E023E3C,2018-02-06T15:16:24.733137Z,-45,6,"{""time"": ""2018-02-06T15:16:24.595586Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
139,240AC4F01E025FF4,2018-02-06T15:16:24.306115Z,-46,7,"{""time"": ""2018-02-06T15:16:24.171024Z"", ""gtiD"": ""240AC4F01E0286DC""}",67,1.5,9.05
140,240AC4F01E025FF4,2018-02-06T15:16:24.726051Z,-45,6,"{""time"": ""2018-02-06T15:16:24.595586Z"", ""gtiD"": ""240AC4F01E023C54""}",67,4.58,9.05
141,240AC4F01E025FF4,2018-02-06T15:16:30.394150Z,-46,6,"{""time"": ""2018-02-06T15:16:30.264147Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
142,240AC4F01E023C54,2018-02-06T15:16:30.400831Z,-43,6,"{""time"": ""2018-02-06T15:16:30.264147Z"", ""gtiD"": ""240AC4F01E023E3C""}",67,0.33,0.66
